year,cbsa_title,DMA,outbound,inbound,netgain,pct_inbound
2018,"Augusta-Waterville, ME",NA,1195,854,-341,0.41678867740361153
2018,"Austin-Round Rock-Georgetown, TX",NA,18088,18945,857,0.5115707612129722
2018,"Austin, MN",NA,341,232,-109,0.4048865619546248
2018,"Bainbridge, GA",NA,184,141,-43,0.4338461538461538
2018,"Bakersfield, CA",NA,5373,5126,-247,0.48823697494999524
2018,"Baltimore-Columbia-Towson, MD",NA,21204,19498,-1706,0.47904279887966195
2018,"Bangor, ME",NA,1444,1038,-406,0.41821112006446415
2018,"Baraboo, WI",NA,610,419,-191,0.4071914480077745
2018,"Bardstown, KY",NA,392,315,-77,0.44554455445544555
2018,"Barnstable Town, MA",NA,3852,1569,-2283,0.2894299944659657
2018,"Barre, VT",NA,542,442,-100,0.4491869918699187
2018,"Bartlesville, OK",NA,372,318,-54,0.4608695652173913
2018,"Batavia, NY",NA,487,293,-194,0.37564102564102564
2018,"Batesville, AR",NA,408,359,-49,0.4680573663624511
2018,"Baton Rouge, LA",NA,4619,4428,-191,0.489444014590472
2018,"Battle Creek, MI",NA,1548,1031,-517,0.39976735168670025
2018,"Bay City, MI",NA,960,673,-287,0.41212492345376606
2018,"Bay City, TX",HOUSTON,269,233,-36,0.4641434262948207
2018,"Beatrice, NE",NA,176,122,-54,0.40939597315436244
2018,"Beaumont-Port Arthur, TX",NA,2588,2313,-275,0.47194450112222
2018,"Beaver Dam, WI",NA,772,541,-231,0.412033511043412
2018,"Beckley, WV",NA,473,410,-63,0.464326160815402
2018,"Bedford, IN",NA,409,322,-87,0.44049247606019154
2018,"Beeville, TX",NA,147,154,7,0.5116279069767442
2018,"Bellefontaine, OH",NA,420,267,-153,0.388646288209607
2018,"Bellingham, WA",NA,1754,1603,-151,0.47750968126303245
2018,"Bemidji, MN",NA,417,240,-177,0.365296803652968
2018,"Bend, OR",NA,1955,1917,-38,0.49509297520661155
2018,"Bennettsville, SC",NA,123,112,-11,0.4765957446808511
2018,"Bennington, VT",NA,401,267,-134,0.3997005988023952
2018,"Berlin, NH",NA,349,227,-122,0.3940972222222222
2018,"Big Rapids, MI",NA,493,282,-211,0.3638709677419355
2018,"Big Spring, TX",NA,212,182,-30,0.4619289340101523
2018,"Big Stone Gap, VA",NA,197,150,-47,0.4322766570605187
2018,"Billings, MT",NA,1883,1413,-470,0.42870145631067963
2018,"Binghamton, NY",NA,2399,1636,-763,0.40545229244114
2018,"Birmingham-Hoover, AL",NA,6700,6455,-245,0.4906879513492968
2018,"Bismarck, ND",NA,1271,798,-473,0.38569357177380376
2018,"Blackfoot, ID",NA,285,221,-64,0.4367588932806324
2018,"Blacksburg-Christiansburg, VA",NA,1129,833,-296,0.42456676860346587
2018,"Bloomington, IL",NA,1450,1011,-439,0.4108086143843966
2018,"Bloomington, IN",NA,1733,1004,-729,0.3668249908659116
2018,"Bloomsburg-Berwick, PA",NA,686,484,-202,0.41367521367521365
2018,"Bluefield, WV-VA",NA,594,430,-164,0.419921875
2018,"Blytheville, AR",NA,284,247,-37,0.4651600753295669
2018,"Bogalusa, LA",NA,190,188,-2,0.4973544973544973
2018,"Boise City, ID",NA,5782,5666,-116,0.49493361285814114
2018,"Bonham, TX",NA,183,186,3,0.5040650406504065
2018,"Boone, NC",NA,404,209,-195,0.34094616639477976
2018,"Borger, TX",NA,143,130,-13,0.47619047619047616
2018,"Boston-Cambridge-Newton, MA-NH",NA,38602,31215,-7387,0.4470974118051477
2018,"Boulder, CO",NA,3244,2820,-424,0.4650395778364116
2018,"Bowling Green, KY",NA,1453,1288,-165,0.46990149580445095
2018,"Bozeman, MT",NA,1255,1119,-136,0.4713563605728728
2018,"Bradford, PA",NA,445,283,-162,0.38873626373626374
2018,"Brainerd, MN",NA,1389,630,-759,0.31203566121842496
2018,"Branson, MO",NA,755,562,-193,0.4267274107820805
2018,"Breckenridge, CO",NA,219,398,179,0.6450567260940032
2018,"Bremerton-Silverdale-Port Orchard, WA",NA,2583,2215,-368,0.46165068778657775
2018,"Brenham, TX",HOUSTON,216,235,19,0.5210643015521065
2018,"Brevard, NC",NA,257,142,-115,0.3558897243107769
2018,"Bridgeport-Stamford-Norwalk, CT",NEW YORK,6800,5831,-969,0.4616419919246299
2018,"Brookhaven, MS",NA,105,103,-2,0.4951923076923077
2018,"Brookings, OR",NA,228,234,6,0.5064935064935064
2018,"Brookings, SD",NA,263,192,-71,0.421978021978022
2018,"Brownsville-Harlingen, TX",NA,1221,3157,1936,0.7211055276381909
2018,"Brownsville, TN",NA,101,96,-5,0.4873096446700508
2018,"Brownwood, TX",NA,290,285,-5,0.4956521739130435
2018,"Brunswick, GA",NA,999,1149,150,0.5349162011173184
2018,"Bucyrus-Galion, OH",NA,411,285,-126,0.40948275862068967
2018,"Buffalo-Cheektowaga, NY",NA,10031,7954,-2077,0.4422574367528496
2018,"Burley, ID",NA,239,241,2,0.5020833333333333
2018,"Burlington-South Burlington, VT",NA,2154,1515,-639,0.4129190515126738
2018,"Burlington, IA-IL",NA,566,359,-207,0.3881081081081081
2018,"Burlington, NC",NA,1002,1085,83,0.5198850023957834
2018,"Butte-Silver Bow, MT",NA,279,235,-44,0.4571984435797665
2018,"Cadillac, MI",NA,637,352,-285,0.35591506572295245
2018,"Calhoun, GA",NA,313,351,38,0.5286144578313253
2018,"California-Lexington Park, MD",NA,741,694,-47,0.48362369337979094
2018,"Cambridge, MD",NA,268,206,-62,0.4345991561181435
2018,"Cambridge, OH",NA,344,259,-85,0.4295190713101161
2018,"Camden, AR",NA,203,178,-25,0.4671916010498688
2018,"Campbellsville, KY",NA,302,312,10,0.50814332247557
2018,"Cañon City, CO",NA,424,343,-81,0.4471968709256845
2018,"Canton-Massillon, OH",NA,3194,2489,-705,0.43797290163645963
2018,"Cape Coral-Fort Myers, FL",NA,8386,24172,15786,0.7424288961238406
2018,"Cape Girardeau, MO-IL",NA,833,693,-140,0.4541284403669725
2018,"Carbondale-Marion, IL",NA,1239,954,-285,0.43502051983584133
2018,"Carlsbad-Artesia, NM",NA,350,340,-10,0.4927536231884058
2018,"Carroll, IA",NA,167,107,-60,0.3905109489051095
2018,"Carson City, NV",NA,558,455,-103,0.4491609081934847
2018,"Casper, WY",NA,668,641,-27,0.48968678380443087
2018,"Cedar City, UT",NA,369,332,-37,0.47360912981455067
2018,"Cedar Rapids, IA",NA,2985,2021,-964,0.40371554135037957
2018,"Cedartown, GA",NA,340,301,-39,0.46957878315132606
2018,"Celina, OH",NA,254,191,-63,0.42921348314606744
2018,"Central City, KY",NA,179,168,-11,0.484149855907781
2018,"Centralia, IL",NA,400,305,-95,0.4326241134751773
2018,"Centralia, WA",NA,562,577,15,0.5065847234416154
2018,"Chambersburg-Waynesboro, PA",NA,1064,859,-205,0.4466978679147166
2018,"Champaign-Urbana, IL",NA,1831,1374,-457,0.42870514820592825
2018,"Charleston-Mattoon, IL",NA,567,415,-152,0.4226069246435845
2018,"Charleston-North Charleston, SC",NA,6458,6723,265,0.5100523480767771
2018,"Charleston, WV",NA,1481,1235,-246,0.45471281296023564
2018,"Charlotte-Concord-Gastonia, NC-SC",NA,18263,19193,930,0.5124145664246049
2018,"Charlottesville, VA",NA,1328,1227,-101,0.4802348336594912
2018,"Chattanooga, TN-GA",NA,4096,3966,-130,0.4919374844951625
2018,"Cheyenne, WY",NA,1033,814,-219,0.4407146724417975
2018,"Chicago-Naperville-Elgin, IL-IN-WI",CHICAGO,62763,53504,-9259,0.46018216690892516
2018,"Chico, CA",NA,6398,4045,-2353,0.38734080245140284
2018,"Chillicothe, OH",NA,575,469,-106,0.4492337164750958
2018,"Cincinnati, OH-KY-IN",NA,16816,14741,-2075,0.46712298380707923
2018,"Clarksburg, WV",NA,541,434,-107,0.4451282051282051
2018,"Clarksdale, MS",NA,89,50,-39,0.3597122302158273
2018,"Clarksville, TN-KY",NA,3092,2695,-397,0.465698980473475
2018,"Clearlake, CA",NA,486,438,-48,0.474025974025974
2018,"Cleveland-Elyria, OH",NA,16369,13755,-2614,0.4566126676404196
2018,"Cleveland, MS",NA,139,98,-41,0.41350210970464135
2018,"Cleveland, TN",NA,868,836,-32,0.49061032863849763
2018,"Clewiston, FL",NA,185,507,322,0.7326589595375722
2018,"Clinton, IA",NA,444,294,-150,0.3983739837398374
2018,"Clovis, NM",NA,410,396,-14,0.4913151364764268
2018,"Coeur d'Alene, ID",NA,1487,1372,-115,0.4798880727527107
2018,"Coffeyville, KS",NA,350,225,-125,0.391304347826087
2018,"Coldwater, MI",NA,492,342,-150,0.41007194244604317
2018,"College Station-Bryan, TX",NA,1781,1464,-317,0.45115562403697995
2018,"Colorado Springs, CO",NA,7425,6756,-669,0.4764121006981172
2018,"Columbia, MO",NA,1837,1417,-420,0.4354640442532268
2018,"Columbia, SC",NA,5426,5436,10,0.5004603203829866
2018,"Columbus, GA-AL",NA,2535,2495,-40,0.4960238568588469
2018,"Columbus, IN",NA,823,620,-203,0.42966042966042967
2018,"Columbus, MS",NA,410,355,-55,0.46405228758169936
2018,"Columbus, NE",NA,306,241,-65,0.4405850091407678
2018,"Columbus, OH",NA,17972,15808,-2164,0.4679692125518058
2018,"Concord, NH",NA,1353,1062,-291,0.43975155279503103
2018,"Connersville, IN",NA,275,195,-80,0.4148936170212766
2018,"Cookeville, TN",NA,845,767,-78,0.47580645161290325
2018,"Coos Bay, OR",NA,752,572,-180,0.43202416918429004
2018,"Cordele, GA",NA,145,127,-18,0.46691176470588236
2018,"Corinth, MS",NA,231,241,10,0.510593220338983
2018,"Cornelia, GA",NA,260,250,-10,0.49019607843137253
2018,"Corning, NY",NA,1090,732,-358,0.40175631174533477
2018,"Corpus Christi, TX",NA,2928,3296,368,0.5295629820051414
2018,"Corsicana, TX",NA,210,234,24,0.527027027027027
2018,"Cortland, NY",NA,425,331,-94,0.43783068783068785
2018,"Corvallis, OR",NA,761,614,-147,0.4465454545454545
2018,"Coshocton, OH",NA,272,251,-21,0.47992351816443596
2018,"Craig, CO",NA,120,90,-30,0.42857142857142855
2018,"Crawfordsville, IN",NA,401,263,-138,0.3960843373493976
2018,"Crescent City, CA",NA,197,213,16,0.5195121951219512
2018,"Crestview-Fort Walton Beach-Destin, FL",NA,2781,5006,2225,0.6428663156542956
2018,"Crossville, TN",NA,562,466,-96,0.45330739299610895
2018,"Cullman, AL",NA,464,524,60,0.5303643724696356
2018,"Cullowhee, NC",NA,425,252,-173,0.3722304283604136
2018,"Cumberland, MD-WV",NA,682,519,-163,0.4321398834304746
2018,"Dallas-Fort Worth-Arlington, TX",NA,55630,56683,1053,0.5046877921522887
2018,"Dalton, GA",NA,851,664,-187,0.4382838283828383
2018,"Danville, IL",NA,716,556,-160,0.4371069182389937
2018,"Danville, KY",NA,433,369,-64,0.4600997506234414
2018,"Danville, VA",NA,563,545,-18,0.4918772563176895
2018,"Daphne-Fairhope-Foley, AL",NA,1536,3970,2434,0.7210316018888485
2018,"Davenport-Moline-Rock Island, IA-IL",NA,3920,2623,-1297,0.4008864435274339
2018,"Dayton-Kettering, OH",NA,6730,5801,-929,0.462931928816535
2018,"Dayton, TN",NA,249,247,-2,0.49798387096774194
2018,"Decatur, AL",NA,894,805,-89,0.47380812242495585
2018,"Decatur, IL",NA,1169,776,-393,0.3989717223650386
2018,"Decatur, IN",NA,272,183,-89,0.4021978021978022
2018,"Defiance, OH",NA,372,249,-123,0.40096618357487923
2018,"Del Rio, TX",NA,262,243,-19,0.48118811881188117
2018,"Deltona-Daytona Beach-Ormond Beach, FL",NA,6146,9917,3771,0.6173815601070783
2018,"Deming, NM",NA,157,184,27,0.5395894428152492
2018,"Denver-Aurora-Lakewood, CO",NA,27368,26158,-1210,0.4886970817920263
2018,"DeRidder, LA",NA,246,251,5,0.5050301810865191
2018,"Des Moines-West Des Moines, IA",NA,6842,5538,-1304,0.44733441033925686
2018,"Detroit-Warren-Dearborn, MI",NA,37319,29029,-8290,0.43752637607765116
2018,"Dickinson, ND",NA,322,247,-75,0.43409490333919154
2018,"Dixon, IL",NA,313,223,-90,0.416044776119403
2018,"Dodge City, KS",NA,236,189,-47,0.4447058823529412
2018,"Dothan, AL",NA,1029,1168,139,0.5316340464269458
2018,"Douglas, GA",NA,297,264,-33,0.47058823529411764
2018,"Dover, DE",PHILADELPHIA,1292,1272,-20,0.4960998439937597
2018,"Dublin, GA",NA,402,417,15,0.5091575091575091
2018,"DuBois, PA",NA,440,359,-81,0.4493116395494368
2018,"Dubuque, IA",NA,818,597,-221,0.4219081272084806
2018,"Duluth, MN-WI",NA,2713,1786,-927,0.3969771060235608
2018,"Dumas, TX",NA,143,93,-50,0.3940677966101695
2018,"Duncan, OK",NA,391,312,-79,0.4438122332859175
2018,"Durango, CO",NA,548,467,-81,0.4600985221674877
2018,"Durant, OK",NA,418,300,-118,0.4178272980501393
2018,"Durham-Chapel Hill, NC",RALEIGH,3841,3907,66,0.5042591636551368
2018,"Dyersburg, TN",NA,351,307,-44,0.46656534954407297
2018,"Eagle Pass, TX",NA,112,144,32,0.5625
2018,"East Stroudsburg, PA",NA,1200,972,-228,0.44751381215469616
2018,"Easton, MD",NA,283,220,-63,0.43737574552683894
2018,"Eau Claire, WI",NA,1722,1103,-619,0.3904424778761062
2018,"Edwards, CO",NA,312,442,130,0.5862068965517241
2018,"Effingham, IL",NA,302,205,-97,0.40433925049309666
2018,"El Campo, TX",HOUSTON,216,192,-24,0.47058823529411764
2018,"El Centro, CA",NA,794,935,141,0.5407750144592249
2018,"El Dorado, AR",NA,223,223,0,0.5
2018,"El Paso, TX",NA,4778,4396,-382,0.4791802921299324
2018,"Elizabeth City, NC",NA,319,283,-36,0.4700996677740864
2018,"Elizabethtown-Fort Knox, KY",NA,1538,1298,-240,0.45768688293370946
2018,"Elk City, OK",NA,157,132,-25,0.45674740484429066
2018,"Elkhart-Goshen, IN",NA,1875,1315,-560,0.4122257053291536
2018,"Elkins, WV",NA,175,124,-51,0.41471571906354515
2018,"Elko, NV",NA,416,337,-79,0.44754316069057104
2018,"Ellensburg, WA",NA,384,312,-72,0.4482758620689655
2018,"Elmira, NY",NA,768,598,-170,0.4377745241581259
2018,"Emporia, KS",NA,494,235,-259,0.3223593964334705
2018,"Enid, OK",NA,467,353,-114,0.4304878048780488
2018,"Enterprise, AL",NA,451,353,-98,0.43905472636815923
2018,"Erie, PA",NA,2360,1622,-738,0.40733299849321947
2018,"Escanaba, MI",NA,411,200,-211,0.32733224222585927
2018,"Española, NM",NA,67,46,-21,0.40707964601769914
2018,"Eufaula, AL-GA",NA,129,100,-29,0.4366812227074236
2018,"Eugene-Springfield, OR",NA,3955,3304,-651,0.45515911282545807
2018,"Eureka-Arcata, CA",NA,1067,896,-171,0.456444218033622
2018,"Evanston, WY",NA,140,72,-68,0.33962264150943394
2018,"Evansville, IN-KY",NA,2814,2341,-473,0.4541222114451988
2018,"Fairbanks, AK",NA,788,573,-215,0.4210139603232917
2018,"Fairfield, IA",NA,207,152,-55,0.4233983286908078
2018,"Fairmont, MN",NA,219,129,-90,0.3706896551724138
2018,"Fairmont, WV",NA,327,187,-140,0.3638132295719844
2018,"Fallon, NV",NA,224,188,-36,0.4563106796116505
2018,"Fargo, ND-MN",NA,2951,1829,-1122,0.3826359832635983
2018,"Faribault-Northfield, MN",NA,572,402,-170,0.4127310061601643
2018,"Farmington, MO",NA,566,514,-52,0.4759259259259259
2018,"Farmington, NM",NA,594,479,-115,0.44641192917054984
2018,"Fayetteville-Springdale-Rogers, AR",NA,4143,3796,-347,0.4781458621992694
2018,"Fayetteville, NC",RALEIGH,4607,4041,-566,0.4672756706753006
2018,"Fergus Falls, MN",NA,655,312,-343,0.32264736297828334
2018,"Fernley, NV",NA,519,530,11,0.5052430886558628
2018,"Findlay, OH",NA,643,475,-168,0.42486583184257604
2018,"Fitzgerald, GA",NA,117,108,-9,0.48
2018,"Flagstaff, AZ",NA,1036,762,-274,0.42380422691879865
2018,"Flint, MI",NA,4761,3499,-1262,0.42360774818401936
2018,"Florence-Muscle Shoals, AL",NA,925,912,-13,0.4964616222101252
2018,"Florence, SC",NA,962,1021,59,0.5148764498234998
2018,"Fond du Lac, WI",NA,888,655,-233,0.42449773169151006
2018,"Forest City, NC",NA,373,368,-5,0.4966261808367072
2018,"Forrest City, AR",NA,97,106,9,0.5221674876847291
2018,"Fort Collins, CO",NA,3185,2791,-394,0.46703480589022756
2018,"Fort Dodge, IA",NA,407,290,-117,0.41606886657101866
2018,"Fort Leonard Wood, MO",NA,632,527,-105,0.454702329594478
2018,"Fort Madison-Keokuk, IA-IL-MO",NA,639,421,-218,0.39716981132075474
2018,"Fort Morgan, CO",NA,220,178,-42,0.4472361809045226
2018,"Fort Payne, AL",NA,397,365,-32,0.479002624671916
2018,"Fort Polk South, LA",NA,449,359,-90,0.4443069306930693
2018,"Fort Smith, AR-OK",NA,2159,1750,-409,0.44768482987976466
2018,"Fort Wayne, IN",NA,4204,3115,-1089,0.4256045907910917
2018,"Frankfort, IN",NA,274,199,-75,0.42071881606765327
2018,"Frankfort, KY",NA,702,617,-85,0.467778620166793
2018,"Fredericksburg, TX",NA,158,214,56,0.5752688172043011
2018,"Freeport, IL",NA,433,289,-144,0.4002770083102493
2018,"Fremont, NE",NA,302,229,-73,0.4312617702448211
2018,"Fremont, OH",NA,411,319,-92,0.436986301369863
2018,"Fresno, CA",FRESNO,5673,5316,-357,0.4837564837564838
2018,"Gadsden, AL",NA,632,638,6,0.5023622047244094
2018,"Gaffney, SC",NA,288,223,-65,0.436399217221135
2018,"Gainesville, FL",NA,2652,2809,157,0.51437465665629
2018,"Gainesville, GA",NA,1223,1334,111,0.5217051231912397
2018,"Gainesville, TX",NA,331,231,-100,0.4110320284697509
2018,"Galesburg, IL",NA,476,309,-167,0.39363057324840767
2018,"Gallup, NM",NA,107,69,-38,0.39204545454545453
2018,"Garden City, KS",NA,388,277,-111,0.41654135338345866
2018,"Gardnerville Ranchos, NV",NA,442,414,-28,0.48364485981308414
2018,"Georgetown, SC",NA,322,392,70,0.5490196078431373
2018,"Gettysburg, PA",NA,654,490,-164,0.42832167832167833
2018,"Gillette, WY",NA,487,424,-63,0.4654226125137212
2018,"Glasgow, KY",NA,386,348,-38,0.47411444141689374
2018,"Glens Falls, NY",NA,1287,808,-479,0.3856801909307876
2018,"Glenwood Springs, CO",NA,809,683,-126,0.45777479892761397
2018,"Gloversville, NY",NA,551,372,-179,0.40303358613217766
2018,"Goldsboro, NC",RALEIGH,798,747,-51,0.48349514563106794
2018,"Granbury, TX",NA,409,512,103,0.5559174809989142
2018,"Grand Forks, ND-MN",NA,1080,596,-484,0.3556085918854415
2018,"Grand Island, NE",NA,728,503,-225,0.40861088545897645
2018,"Grand Junction, CO",NA,1609,1372,-237,0.46024823884602484
2018,"Grand Rapids-Kentwood, MI",NA,11209,7602,-3607,0.40412524586678006
2018,"Grand Rapids, MN",NA,374,220,-154,0.37037037037037035
2018,"Grants Pass, OR",NA,757,711,-46,0.4843324250681199
2018,"Grants, NM",NA,58,64,6,0.5245901639344263
2018,"Great Bend, KS",NA,271,213,-58,0.44008264462809915
2018,"Great Falls, MT",NA,771,565,-206,0.42290419161676646
2018,"Greeley, CO",NA,2249,2346,97,0.5105549510337323
2018,"Green Bay, WI",NA,3228,2161,-1067,0.4010020411950269
2018,"Greeneville, TN",NA,430,435,5,0.5028901734104047
2018,"Greensboro-High Point, NC",NA,5513,4728,-785,0.4616736646811835
2018,"Greensburg, IN",NA,288,178,-110,0.38197424892703863
2018,"Greenville-Anderson, SC",NA,6014,5987,-27,0.49887509374218814
2018,"Greenville, MS",NA,225,261,36,0.5370370370370371
2018,"Greenville, NC",NA,1209,1047,-162,0.4640957446808511
2018,"Greenville, OH",NA,423,363,-60,0.4618320610687023
2018,"Greenwood, MS",NA,232,203,-29,0.4666666666666667
2018,"Greenwood, SC",NA,378,370,-8,0.4946524064171123
2018,"Grenada, MS",NA,122,108,-14,0.46956521739130436
2018,"Gulfport-Biloxi, MS",NA,3316,3238,-78,0.4940494354592615
2018,"Guymon, OK",NA,151,81,-70,0.34913793103448276
2018,"Hagerstown-Martinsburg, MD-WV",NA,2123,2004,-119,0.48558274775866245
2018,"Hailey, ID",NA,147,248,101,0.6278481012658228
2018,"Hammond, LA",NA,629,638,9,0.5035516969218626
2018,"Hanford-Corcoran, CA",FRESNO,814,704,-110,0.463768115942029
2018,"Hannibal, MO",NA,377,278,-99,0.42442748091603055
2018,"Harrisburg-Carlisle, PA",NA,5014,4561,-453,0.4763446475195822
2018,"Harrison, AR",NA,328,298,-30,0.476038338658147
2018,"Harrisonburg, VA",NA,839,708,-131,0.45765998707175176
2018,"Hartford-East Hartford-Middletown, CT",NA,9773,8161,-1612,0.45505743280918926
2018,"Hastings, NE",NA,253,178,-75,0.41299303944315546
2018,"Hattiesburg, MS",NA,1080,978,-102,0.4752186588921283
2018,"Hays, KS",NA,256,189,-67,0.4247191011235955
2018,"Heber, UT",NA,461,659,198,0.5883928571428572
2018,"Helena-West Helena, AR",NA,102,83,-19,0.4486486486486487
2018,"Helena, MT",NA,781,587,-194,0.42909356725146197
2018,"Henderson, NC",RALEIGH,249,166,-83,0.4
2018,"Hereford, TX",NA,117,91,-26,0.4375
2018,"Hermiston-Pendleton, OR",NA,614,527,-87,0.4618755477651183
2018,"Hickory-Lenoir-Morganton, NC",NA,1972,1833,-139,0.4817345597897503
2018,"Hillsdale, MI",NA,459,292,-167,0.38881491344873503
2018,"Hilo, HI",NA,1307,1448,141,0.5255898366606171
2018,"Hilton Head Island-Bluffton, SC",NA,1709,2550,841,0.5987320967363231
2018,"Hinesville, GA",NA,751,712,-39,0.48667122351332875
2018,"Hobbs, NM",NA,367,390,23,0.5151915455746368
2018,"Holland, MI",NA,929,659,-270,0.4149874055415617
2018,"Homosassa Springs, FL",NA,1360,2792,1432,0.6724470134874759
2018,"Hood River, OR",NA,175,185,10,0.5138888888888888
2018,"Hope, AR",NA,155,121,-34,0.4384057971014493
2018,"Hot Springs, AR",NA,1129,966,-163,0.4610978520286396
2018,"Houghton, MI",NA,312,182,-130,0.3684210526315789
2018,"Houma-Thibodaux, LA",NA,975,893,-82,0.47805139186295503
2018,"Houston-The Woodlands-Sugar Land, TX",HOUSTON,43410,44223,813,0.5046386635171682
2018,"Hudson, NY",NA,515,343,-172,0.3997668997668998
2018,"Huntingdon, PA",NA,223,171,-52,0.434010152284264
2018,"Huntington-Ashland, WV-KY-OH",NA,2190,1763,-427,0.4459903870478118
2018,"Huntington, IN",NA,414,301,-113,0.42097902097902096
2018,"Huntsville, AL",NA,3244,3455,211,0.5157486191968951
2018,"Huntsville, TX",HOUSTON,357,326,-31,0.4773060029282577
2018,"Huron, SD",NA,161,116,-45,0.4187725631768953
2018,"Hutchinson, KS",NA,509,419,-90,0.4515086206896552
2018,"Hutchinson, MN",NA,336,218,-118,0.3935018050541516
2018,"Idaho Falls, ID",NA,1002,928,-74,0.48082901554404145
2018,"Indiana, PA",NA,551,420,-131,0.4325437693099897
2018,"Indianapolis-Carmel-Anderson, IN",NA,20663,17571,-3092,0.4595647852696553
2018,"Indianola, MS",NA,70,94,24,0.573170731707317
2018,"Iowa City, IA",NA,1485,1052,-433,0.41466298778084354
2018,"Iron Mountain, MI-WI",NA,264,163,-101,0.38173302107728335
2018,"Ithaca, NY",NA,891,590,-301,0.3983794733288319
2018,"Jackson, MI",NA,1572,1049,-523,0.40022892025944296
2018,"Jackson, MS",NA,3174,2907,-267,0.47804637395165267
2018,"Jackson, OH",NA,215,208,-7,0.491725768321513
2018,"Jackson, TN",NA,1313,1325,12,0.5022744503411676
2018,"Jackson, WY-ID",NA,234,301,67,0.5626168224299065
2018,"Jacksonville, FL",NA,14031,16013,1982,0.5329849553987485
2018,"Jacksonville, IL",NA,275,210,-65,0.4329896907216495
2018,"Jacksonville, NC",NA,2417,1849,-568,0.43342709798406
2018,"Jacksonville, TX",NA,236,198,-38,0.45622119815668205
2018,"Jamestown-Dunkirk-Fredonia, NY",NA,1362,982,-380,0.4189419795221843
2018,"Jamestown, ND",NA,181,111,-70,0.3801369863013699
2018,"Janesville-Beloit, WI",NA,1558,1165,-393,0.4278369445464561
